timestamp_ns,x,y,z,roll_rad,pitch_rad,yaw_rad,vx,vy,vz
1784021400249785855,-1.049200,0.539164,-0.000766,-0.003000,-0.002060,-0.435516,0.038614,0.023465,-0.029587
1784021400260636080,-1.049171,0.539372,-0.000204,0.003862,0.001502,-0.435256,0.002898,0.020827,0.056206
1784021400269775429,-1.047389,0.540139,0.000636,0.002636,0.002471,-0.434996,0.178250,0.076672,0.084028
1784021400280253310,-1.046695,0.539609,0.000187,-0.002384,-0.002612,-0.434736,0.069392,-0.052996,-0.044903
1784021400289740941,-1.046131,0.540743,-0.000137,-0.001750,0.001358,-0.434476,0.056394,0.113396,-0.032384
1784021400299470755,-1.044875,0.541391,-0.000210,0.000120,-0.001070,-0.434216,0.125628,0.064839,-0.007320
1784021400310480589,-1.045231,0.541118,-0.000034,-0.001979,0.002275,-0.433956,-0.035664,-0.027366,0.017564
1784021400320154839,-1.042831,0.541376,0.000355,0.004620,-0.002060,-0.433696,0.240005,0.025861,0.038967
1784021400330706916,-1.043542,0.541781,0.000794,0.001187,-0.002289,-0.433435,-0.071127,0.040428,0.043889
1784021400340070083,-1.042541,0.541840,-0.000156,-0.001859,0.001047,-0.433175,0.100182,0.005895,-0.094979
1784021400349893808,-1.041709,0.542639,-0.000417,0.000126,0.001322,-0.432914,0.083196,0.079917,-0.026172
1784021400359594605,-1.041702,0.542803,0.000111,0.001345,-0.000858,-0.432653,0.000652,0.016433,0.052830
1784021400369754181,-1.039917,0.542413,-0.000578,0.000755,0.002022,-0.432392,0.178557,-0.038963,-0.068954
1784021400380471819,-1.038931,0.544606,-0.000269,-0.001734,0.001467,-0.432131,0.098521,0.219275,0.030970
1784021400390111933,-1.038326,0.544430,-0.000184,0.002115,-0.000333,-0.431869,0.060510,-0.017635,0.008467
1784021400399281329,-1.037946,0.544250,0.000060,0.001001,0.001508,-0.431608,0.038002,-0.017996,0.024404
1784021400410704399,-1.036515,0.544968,-0.000612,0.003399,0.001668,-0.431347,0.143111,0.071820,-0.067229
1784021400418835365,-1.036840,0.545353,0.000387,-0.001321,-0.002417,-0.431085,-0.032477,0.038500,0.099955
1784021400430942424,-1.036895,0.545021,-0.000619,-0.002161,-0.002998,-0.430823,-0.005513,-0.033206,-0.100593
1784021400439887774,-1.034184,0.545643,0.000111,-0.000340,-0.000371,-0.430561,0.271122,0.062182,0.072937
1784021400450594944,-1.033760,0.545238,0.000550,-0.002453,0.000875,-0.430299,0.042352,-0.040460,0.043982
1784021400459484690,-1.033828,0.546408,-0.000111,0.000437,-0.000113,-0.430037,-0.006729,0.117021,-0.066162
1784021400469440797,-1.032556,0.546869,-0.000015,0.000155,0.002060,-0.429775,0.127182,0.046092,0.009594
1784021400480763013,-1.031865,0.548122,-0.000025,0.000252,0.001737,-0.429512,0.069105,0.125247,-0.000978
1784021400489346758,-1.032198,0.546418,-0.000637,-0.002248,-0.002669,-0.429250,-0.033341,-0.170362,-0.061186
1784021400500684038,-1.031132,0.548920,0.000202,0.002462,0.004383,-0.428987,0.106612,0.250147,0.083857
1784021400509668858,-1.030435,0.547779,-0.000788,-0.000167,-0.002404,-0.428725,0.069710,-0.114074,-0.098934
1784021400519659404,-1.028895,0.549152,0.000177,0.003424,-0.001751,-0.428462,0.153984,0.137285,0.096465
1784021400529912574,-1.027828,0.548390,-0.000224,0.001716,0.001633,-0.428199,0.106686,-0.076196,-0.040143
1784021400540626154,-1.026171,0.549362,-0.000415,-0.000238,0.000692,-0.427935,0.165689,0.097199,-0.019099
1784021400550443188,-1.026708,0.549121,0.000861,0.004960,0.000247,-0.427672,-0.053650,-0.024092,0.127677
1784021400560691101,-1.026437,0.549950,0.000483,0.001656,-0.002214,-0.427409,0.027089,0.082868,-0.037811
1784021400569427133,-1.024893,0.550597,0.000141,0.004701,0.001200,-0.427145,0.154422,0.064777,-0.034219
1784021400580362398,-1.023799,0.549677,0.000070,0.003679,-0.001319,-0.426882,0.109344,-0.091984,-0.007130
1784021400589170398,-1.024163,0.551546,-0.000811,-0.002047,-0.000644,-0.426618,-0.036397,0.186809,-0.088105
1784021400599871103,-1.021906,0.550667,-0.000357,0.000583,-0.000962,-0.426354,0.225767,-0.087853,0.045478
1784021400609905846,-1.022001,0.551810,0.000228,-0.001539,0.002130,-0.426090,-0.009556,0.114328,0.058410
1784021400619793368,-1.021743,0.551551,0.000759,-0.000104,-0.001199,-0.425826,0.025764,-0.025939,0.053135
1784021400629613350,-1.021063,0.552927,-0.000054,-0.000043,0.003583,-0.425561,0.068021,0.137563,-0.081282
1784021400639812415,-1.019037,0.551923,-0.000252,-0.002154,-0.002203,-0.425297,0.202656,-0.100308,-0.019834
1784021400649451172,-1.017958,0.552443,-0.000799,0.001614,-0.002048,-0.425033,0.107857,0.051978,-0.054723
1784021400659092832,-1.019698,0.553678,0.000212,-0.001732,-0.001104,-0.424768,-0.173947,0.123458,0.101194
1784021400670315132,-1.017531,0.553461,-0.000649,-0.000250,0.000848,-0.424503,0.216674,-0.021707,-0.086145
1784021400679944387,-1.017973,0.554089,0.001051,-0.000100,0.000231,-0.424238,-0.044169,0.062859,0.170004
1784021400689819074,-1.016261,0.554718,-0.000365,-0.000889,-0.002628,-0.423973,0.171169,0.062869,-0.141580
1784021400700276237,-1.016715,0.555298,-0.001048,-0.000279,0.000061,-0.423708,-0.045416,0.057984,-0.068336
1784021400709650276,-1.013914,0.554412,-0.000085,0.001902,-0.000956,-0.423443,0.280068,-0.088608,0.096318
1784021400719445220,-1.013388,0.555094,-0.000144,-0.002555,0.001119,-0.423177,0.052604,0.068204,-0.005924
1784021400730231023,-1.013293,0.555749,0.000411,-0.000674,-0.000032,-0.422912,0.009571,0.065507,0.055477
1784021400739547503,-1.013235,0.555614,-0.000721,-0.005286,-0.000876,-0.422646,0.005753,-0.013445,-0.113123
1784021400750179898,-1.011516,0.555833,-0.000267,0.000419,0.001824,-0.422381,0.171950,0.021903,0.045371
1784021400759681379,-1.011457,0.556872,0.000140,0.000043,0.001565,-0.422115,0.005882,0.103834,0.040688
1784021400769932696,-1.010778,0.557388,-0.000765,0.002352,-0.000654,-0.421849,0.067878,0.051635,-0.090461
1784021400779055136,-1.009312,0.557459,-0.000330,-0.001483,0.003312,-0.421583,0.146619,0.007097,0.043444
1784021400790751158,-1.009031,0.557436,0.000137,0.002296,-0.003849,-0.421316,0.028090,-0.002328,0.046758
1784021400800483917,-1.008544,0.557544,-0.000200,0.000065,0.003263,-0.421050,0.048651,0.010791,-0.033709
1784021400809742149,-1.008266,0.558386,-0.000340,-0.000025,-0.001430,-0.420783,0.027865,0.084230,-0.014013
1784021400820265400,-1.007278,0.559457,-0.000147,0.000383,0.001710,-0.420517,0.098744,0.107086,0.019257
1784021400830595920,-1.005948,0.558831,0.001096,-0.003962,0.000838,-0.420250,0.132997,-0.062638,0.124341
1784021400840556050,-1.005248,0.559366,-0.000520,-0.000878,-0.000883,-0.419983,0.070057,0.053495,-0.161667
1784021400850241880,-1.004950,0.559961,0.000603,-0.002483,0.000891,-0.419716,0.029754,0.059515,0.112322
1784021400860808376,-1.003822,0.561238,-0.000480,-0.001668,0.001399,-0.419449,0.112800,0.127728,-0.108264
1784021400870119778,-1.002191,0.560724,0.000682,-0.000133,0.000750,-0.419182,0.163153,-0.051355,0.116228
1784021400879130085,-1.001411,0.561102,-0.000435,-0.000518,-0.003451,-0.418915,0.077934,0.037754,-0.111727
1784021400890118773,-1.001123,0.561814,0.000132,0.000289,0.002009,-0.418647,0.028851,0.071222,0.056671
1784021400900076894,-1.001291,0.561828,0.000251,0.000138,-0.003644,-0.418380,-0.016836,0.001405,0.011963
1784021400910972068,-1.000247,0.561585,-0.000206,-0.001300,-0.001469,-0.418112,0.104394,-0.024272,-0.045793
1784021400919590812,-0.999199,0.562452,-0.000130,-0.003488,0.000039,-0.417844,0.104861,0.086647,0.007612
1784021400929445805,-0.998281,0.563351,-0.000916,-0.004715,0.001276,-0.417576,0.091809,0.089856,-0.078561
1784021400939566815,-0.997377,0.562992,-0.000295,-0.000724,-0.002082,-0.417308,0.090342,-0.035840,0.062090
1784021400949799196,-0.996788,0.563673,0.000152,0.001810,-0.003259,-0.417040,0.058950,0.068072,0.044729
1784021400959895271,-0.995832,0.564271,-0.000293,-0.004747,-0.001550,-0.416771,0.095513,0.059833,-0.044487
1784021400969644334,-0.994948,0.564079,0.000618,0.002365,-0.002613,-0.416503,0.088448,-0.019220,0.091087
1784021400979349232,-0.994457,0.565269,-0.000827,-0.000167,0.000915,-0.416234,0.049086,0.119032,-0.144524
1784021400990558376,-0.994899,0.564777,0.000199,0.001475,-0.000174,-0.415966,-0.044220,-0.049180,0.102565
1784021400999639588,-0.993197,0.565186,0.000580,-0.002830,-0.002098,-0.415697,0.170282,0.040833,0.038089
1784021401010241639,-0.992227,0.565340,0.000973,0.003126,-0.004245,-0.415428,0.096916,0.015465,0.039298
1784021401020759950,-0.992200,0.566798,0.000488,-0.000495,-0.000212,-0.415159,0.002779,0.145709,-0.048470
1784021401029403717,-0.990562,0.566600,0.001005,0.002637,-0.002343,-0.414890,0.163739,-0.019777,0.051729
1784021401040907004,-0.990137,0.567424,0.000618,0.002668,0.000973,-0.414620,0.042551,0.082469,-0.038668
1784021401050007113,-0.989589,0.567273,0.000426,-0.001362,-0.000969,-0.414351,0.054755,-0.015194,-0.019210
1784021401058796754,-0.987710,0.567757,-0.000269,-0.003641,0.004000,-0.414081,0.187878,0.048398,-0.069547
1784021401069269695,-0.988344,0.567480,0.000101,-0.003559,-0.000221,-0.413812,-0.063375,-0.027666,0.037054
1784021401079525011,-0.987133,0.568085,0.000339,0.000713,-0.000729,-0.413542,0.121145,0.060557,0.023749
1784021401089254053,-0.986455,0.568390,-0.000097,-0.002833,0.001478,-0.413272,0.067775,0.030443,-0.043587
1784021401100337040,-0.985919,0.569307,-0.000127,-0.000643,-0.001998,-0.413002,0.053582,0.091713,-0.003047
1784021401109177488,-0.984875,0.569728,-0.000038,0.000088,-0.001353,-0.412732,0.104403,0.042142,0.008990
1784021401120139562,-0.984421,0.568830,0.000116,-0.006383,-0.002073,-0.412462,0.045371,-0.089879,0.015391
1784021401130079753,-0.983498,0.569459,-0.000233,-0.000469,-0.001706,-0.412191,0.092356,0.062935,-0.034894
1784021401140305374,-0.982189,0.570402,-0.000979,0.001899,0.000502,-0.411921,0.130831,0.094294,-0.074625
1784021401149626873,-0.981406,0.570404,-0.000651,0.001057,-0.000153,-0.411650,0.078371,0.000217,0.032775
1784021401160032874,-0.981518,0.570348,-0.000057,-0.001404,0.003664,-0.411379,-0.011258,-0.005652,0.059459
1784021401169408916,-0.980460,0.571139,0.000025,0.001903,0.000240,-0.411108,0.105791,0.079100,0.008182
1784021401180531195,-0.979068,0.570790,-0.000570,-0.005609,0.003005,-0.410837,0.139266,-0.034844,-0.059539
1784021401189988346,-0.979344,0.572369,0.000247,0.000439,-0.002799,-0.410566,-0.027649,0.157921,0.081748
1784021401200892232,-0.978111,0.572004,0.000097,0.000700,-0.001337,-0.410295,0.123317,-0.036493,-0.015083
1784021401210211452,-0.977703,0.572740,-0.000440,-0.005213,0.000355,-0.410024,0.040779,0.073594,-0.053668
1784021401220793294,-0.976333,0.572966,-0.000668,-0.000014,0.000304,-0.409752,0.136996,0.022581,-0.022759
1784021401229484680,-0.975720,0.572787,0.000205,-0.001530,-0.001617,-0.409481,0.061304,-0.017964,0.087285
1784021401239002548,-0.975546,0.573915,0.000272,0.005481,0.001161,-0.409209,0.017464,0.112826,0.006675
1784021401250137966,-0.974673,0.574297,-0.000683,-0.001856,0.001326,-0.408937,0.087237,0.038263,-0.095516
1784021401259929974,-0.973808,0.574749,0.000192,-0.000204,0.002075,-0.408665,0.086491,0.045132,0.087575
1784021401270526012,-0.972572,0.573978,-0.000399,0.001425,0.002432,-0.408393,0.123659,-0.077077,-0.059156
1784021401280344502,-0.972285,0.574870,-0.000170,-0.002564,-0.000706,-0.408121,0.028697,0.089214,0.022874
1784021401289542249,-0.970780,0.574844,0.000463,-0.001540,-0.005443,-0.407849,0.150480,-0.002626,0.063338
1784021401300369983,-0.970415,0.576544,-0.000355,0.000180,0.000129,-0.407576,0.036471,0.170017,-0.081838
1784021401309350639,-0.969841,0.576089,0.000177,-0.001485,-0.002444,-0.407304,0.057454,-0.045518,0.053245
1784021401319447052,-0.968671,0.576647,-0.001203,0.001677,-0.001323,-0.407031,0.116946,0.055804,-0.138044
1784021401330122872,-0.967574,0.576915,-0.000276,-0.000133,-0.001210,-0.406758,0.109745,0.026816,0.092710
1784021401339978454,-0.967310,0.576882,-0.000074,0.000275,-0.001374,-0.406485,0.026359,-0.003259,0.020215
1784021401350240911,-0.965663,0.576798,-0.000400,0.000846,0.001162,-0.406212,0.164776,-0.008475,-0.032642
1784021401359830745,-0.965397,0.576988,-0.000157,-0.000750,0.001086,-0.405939,0.026532,0.019019,0.024321
1784021401369912980,-0.965582,0.577928,0.000614,-0.001901,0.000767,-0.405666,-0.018438,0.093990,0.077151
1784021401380877816,-0.963834,0.578295,0.000234,0.000535,-0.000331,-0.405393,0.174767,0.036722,-0.037977
1784021401389644390,-0.963388,0.579256,-0.001292,-0.000507,-0.002597,-0.405119,0.044567,0.096063,-0.152653
1784021401400711063,-0.962885,0.579779,-0.000197,-0.002798,0.000762,-0.404846,0.050348,0.052304,0.109533
1784021401411220623,-0.962138,0.579670,0.000247,0.000546,-0.001896,-0.404572,0.074647,-0.010832,0.044419
1784021401419258554,-0.961166,0.579639,0.000462,-0.000877,0.002104,-0.404298,0.097214,-0.003141,0.021448
1784021401429322587,-0.961530,0.580198,0.000417,0.005095,0.000527,-0.404024,-0.036420,0.055946,-0.004473
1784021401439449501,-0.960095,0.580854,-0.000889,-0.002260,-0.001735,-0.403750,0.143494,0.065591,-0.130638
1784021401449769857,-0.959069,0.580585,0.000012,-0.002007,0.001048,-0.403476,0.102605,-0.026977,0.090068
1784021401459543842,-0.959445,0.581400,-0.000196,-0.002433,0.001542,-0.403201,-0.037610,0.081554,-0.020767
1784021401470014492,-0.957965,0.581191,0.000731,0.005835,0.000711,-0.402927,0.148073,-0.020865,0.092671
1784021401479438186,-0.955762,0.581893,0.000259,0.003238,-0.000371,-0.402652,0.220297,0.070106,-0.047129
1784021401489769025,-0.956040,0.582860,-0.000317,0.000959,-0.002489,-0.402378,-0.027783,0.096726,-0.057647
1784021401500619571,-0.955682,0.582229,-0.001003,-0.001880,0.002605,-0.402103,0.035768,-0.063122,-0.068596
1784021401508971412,-0.954591,0.583177,0.000056,-0.000661,-0.001775,-0.401828,0.109134,0.094867,0.105963
1784021401519394879,-0.953421,0.583220,0.000316,0.001567,0.000569,-0.401553,0.116971,0.004328,0.025942
1784021401529678642,-0.951888,0.583649,-0.000753,0.002967,0.000280,-0.401278,0.153287,0.042891,-0.106876
1784021401539785735,-0.952538,0.583398,0.000074,0.000350,-0.000478,-0.401003,-0.065046,-0.025134,0.082681
1784021401549756177,-0.952182,0.584985,0.000091,0.000248,0.003074,-0.400727,0.035669,0.158731,0.001714
1784021401558511406,-0.951098,0.584636,0.000567,0.001618,0.002149,-0.400452,0.108416,-0.034926,0.047616
1784021401569767889,-0.950093,0.585470,0.000191,0.000719,0.000515,-0.400176,0.100461,0.083339,-0.037633
1784021401580526526,-0.949139,0.584849,0.000210,-0.000314,-0.000183,-0.399900,0.095420,-0.062036,0.001932
1784021401590189258,-0.948421,0.584469,0.000157,0.000947,-0.003239,-0.399625,0.071811,-0.038010,-0.005334
1784021401599259192,-0.947063,0.586576,0.000312,0.000049,0.000246,-0.399349,0.135810,0.210662,0.015513
1784021401609594131,-0.947558,0.586109,0.000086,0.000736,-0.000413,-0.399073,-0.049558,-0.046652,-0.022641
1784021401620135728,-0.946530,0.585536,-0.000454,0.004819,0.001447,-0.398796,0.102858,-0.057327,-0.053951
1784021401630155942,-0.946178,0.587707,0.001491,-0.001084,-0.000196,-0.398520,0.035164,0.217075,0.194526
1784021401640605394,-0.944433,0.588160,0.000839,0.002126,-0.000653,-0.398244,0.174462,0.045368,-0.065272
1784021401650484965,-0.943741,0.588137,-0.000137,-0.001646,-0.000015,-0.397967,0.069275,-0.002338,-0.097538
1784021401660768946,-0.943080,0.588528,0.000737,0.003106,-0.001455,-0.397690,0.066024,0.039068,0.087397
1784021401669317464,-0.941686,0.589103,-0.000614,0.001283,0.001705,-0.397414,0.139431,0.057563,-0.135126
1784021401680256518,-0.941554,0.588757,0.000399,-0.002127,0.000856,-0.397137,0.013180,-0.034582,0.101294
1784021401690360154,-0.940546,0.590091,-0.000436,0.000248,-0.000431,-0.396860,0.100863,0.133373,-0.083466
1784021401700271681,-0.941227,0.589954,0.000185,-0.001338,0.004024,-0.396583,-0.068109,-0.013703,0.062083
1784021401709449432,-0.939361,0.589453,0.000046,0.000845,-0.001145,-0.396305,0.186591,-0.050101,-0.013889
1784021401719583916,-0.938770,0.590576,0.000343,0.002234,0.002876,-0.396028,0.059069,0.112308,0.029703
1784021401730059331,-0.938326,0.590672,-0.000655,0.001384,-0.000253,-0.395751,0.044392,0.009629,-0.099840
1784021401740406085,-0.937000,0.590218,0.000588,-0.001175,-0.000773,-0.395473,0.132643,-0.045451,0.124282
1784021401750068323,-0.936668,0.591049,-0.000502,0.002262,-0.003649,-0.395195,0.033137,0.083137,-0.109007
1784021401760338004,-0.936057,0.591837,0.000679,0.000135,0.001123,-0.394918,0.061172,0.078813,0.118188
1784021401770042185,-0.935275,0.591334,0.000167,-0.001657,-0.001248,-0.394640,0.078142,-0.050353,-0.051225
1784021401779785201,-0.933903,0.591680,0.000350,0.000440,-0.001575,-0.394362,0.137238,0.034564,0.018314
1784021401790433683,-0.933658,0.592210,0.000040,0.002963,0.001869,-0.394083,0.024446,0.053023,-0.031044
1784021401800389559,-0.933230,0.592144,0.000529,-0.000881,0.000190,-0.393805,0.042868,-0.006624,0.048867
1784021401810021498,-0.930753,0.593484,0.000960,0.001945,0.000106,-0.393527,0.247657,0.133994,0.043178
1784021401819574645,-0.930834,0.593281,0.000391,0.001690,0.001488,-0.393248,-0.008092,-0.020285,-0.056949
1784021401829996002,-0.929711,0.593891,-0.000540,0.000362,0.000134,-0.392970,0.112300,0.061018,-0.093111
1784021401839699940,-0.930200,0.594437,-0.000118,-0.001060,-0.001923,-0.392691,-0.048901,0.054596,0.042184
1784021401850169951,-0.928767,0.595164,0.000105,-0.004982,0.001396,-0.392412,0.143312,0.072766,0.022314
1784021401860693967,-0.927732,0.594474,-0.000410,0.000896,0.000800,-0.392133,0.103480,-0.068997,-0.051490
1784021401869323961,-0.928648,0.594983,-0.000805,0.000489,-0.000347,-0.391854,-0.091556,0.050818,-0.039498
1784021401880181133,-0.927091,0.595415,-0.000257,0.002775,-0.000329,-0.391575,0.155675,0.043202,0.054830
1784021401889768599,-0.924196,0.595872,-0.000098,-0.001243,0.003785,-0.391295,0.289532,0.045687,0.015843
1784021401900140134,-0.925354,0.596126,0.000157,0.002997,-0.000584,-0.391016,-0.115851,0.025420,0.025580
1784021401909682239,-0.924794,0.596930,0.000025,0.000602,-0.001603,-0.390737,0.056023,0.080458,-0.013242
1784021401920559705,-0.923440,0.596605,0.000474,0.001216,-0.004265,-0.390457,0.135386,-0.032566,0.044925
1784021401930312559,-0.922438,0.596959,0.000121,-0.000781,-0.001225,-0.390177,0.100235,0.035400,-0.035297
1784021401939538223,-0.922605,0.597532,0.000510,-0.000545,-0.000064,-0.389897,-0.016741,0.057325,0.038853
1784021401950160119,-0.920578,0.598097,-0.001056,0.000372,0.000816,-0.389617,0.202730,0.056488,-0.156609
1784021401960208232,-0.920610,0.597662,-0.000013,-0.002335,-0.000468,-0.389337,-0.003219,-0.043461,0.104377
1784021401969432565,-0.919931,0.598449,0.000770,-0.004237,-0.000108,-0.389057,0.067912,0.078660,0.078262
1784021401980371006,-0.919409,0.599800,-0.000213,0.003181,0.002271,-0.388777,0.052194,0.135142,-0.098312
1784021401990117673,-0.917792,0.598764,0.000007,-0.002127,0.002803,-0.388496,0.161693,-0.103664,0.022055
1784021401999645569,-0.917495,0.599152,0.000175,-0.000935,-0.000224,-0.388216,0.029715,0.038823,0.016756
1784021402009876586,-0.916129,0.599932,0.000078,-0.002085,-0.000445,-0.387935,0.136577,0.078005,-0.009705
1784021402020725304,-0.915701,0.600863,-0.000723,0.002278,0.000668,-0.387654,0.042810,0.093071,-0.080147
1784021402030018564,-0.915237,0.600307,0.000682,0.002274,0.000923,-0.387373,0.046355,-0.055604,0.140596
1784021402040597564,-0.914014,0.600954,0.000537,-0.002287,-0.000707,-0.387092,0.122341,0.064713,-0.014560
1784021402050421127,-0.912700,0.602432,0.000904,0.001019,-0.000839,-0.386811,0.131430,0.147851,0.036756
1784021402060173861,-0.912642,0.601963,0.000269,0.001345,-0.000122,-0.386530,0.005733,-0.046947,-0.063572
1784021402069580179,-0.911469,0.602272,-0.000729,0.000153,0.001441,-0.386248,0.117370,0.030925,-0.099735
1784021402079977513,-0.911237,0.602480,0.000651,0.000706,-0.002169,-0.385967,0.023199,0.020843,0.137930
1784021402089979442,-0.910421,0.603613,0.000098,-0.004084,0.001448,-0.385685,0.081543,0.113218,-0.055299
1784021402099869275,-0.909981,0.603097,-0.000231,-0.002094,-0.001438,-0.385404,0.043989,-0.051544,-0.032840
1784021402109043729,-0.909123,0.603803,-0.000671,0.001091,-0.001895,-0.385122,0.085793,0.070606,-0.044064
1784021402119953156,-0.907717,0.603924,0.000398,-0.002613,-0.002883,-0.384840,0.140646,0.012116,0.106955
1784021402129105196,-0.906488,0.603153,0.000428,-0.003394,-0.002314,-0.384558,0.122880,-0.077099,0.002946
1784021402139259297,-0.906439,0.604834,0.000005,-0.000948,-0.001088,-0.384276,0.004884,0.168020,-0.042253
1784021402149678366,-0.904726,0.605572,0.000197,0.002347,0.002189,-0.383994,0.171377,0.073876,0.019197
1784021402159919338,-0.904320,0.605383,0.001368,0.002195,-0.001614,-0.383711,0.040531,-0.018921,0.117047
1784021402169924103,-0.903467,0.605593,-0.000131,-0.001792,0.003190,-0.383429,0.085306,0.020979,-0.149852
1784021402179460097,-0.902687,0.605782,-0.000105,-0.002384,0.003341,-0.383146,0.078036,0.018910,0.002612
1784021402188927710,-0.903158,0.605741,0.000165,-0.001340,0.000269,-0.382863,-0.047101,-0.004063,0.026966
1784021402199311763,-0.900866,0.606360,-0.000481,0.001456,0.002337,-0.382581,0.229192,0.061828,-0.064625
1784021402209498494,-0.900562,0.608245,0.000011,0.000716,0.003140,-0.382298,0.030433,0.188576,0.049247
1784021402219715759,-0.900492,0.607279,-0.000165,0.002289,0.002478,-0.382015,0.006990,-0.096612,-0.017590
1784021402230106314,-0.899727,0.607280,0.000167,0.000649,0.000351,-0.381732,0.076515,0.000036,0.033179
1784021402239082454,-0.899435,0.607661,-0.000351,0.000031,0.000648,-0.381448,0.029166,0.038115,-0.051843
1784021402249419147,-0.899081,0.608195,0.000904,-0.000270,0.001151,-0.381165,0.035438,0.053372,0.125580
1784021402259894792,-0.897810,0.609070,-0.000518,-0.000554,0.002699,-0.380881,0.127049,0.087523,-0.142278
1784021402269782067,-0.896405,0.610040,-0.000134,-0.000827,0.001731,-0.380598,0.140497,0.096983,0.038455
1784021402280020942,-0.896238,0.609872,-0.000642,-0.001776,0.000019,-0.380314,0.016684,-0.016761,-0.050781
1784021402289697519,-0.894988,0.609578,0.000003,-0.002897,0.002292,-0.380030,0.125070,-0.029397,0.064484
1784021402300012144,-0.893986,0.610773,0.000596,0.001711,-0.002067,-0.379746,0.100116,0.119457,0.059312
1784021402309565079,-0.893339,0.609995,0.000221,0.001166,-0.000654,-0.379462,0.064707,-0.077727,-0.037534
1784021402320896293,-0.892117,0.611315,0.000410,0.000506,0.002896,-0.379178,0.122273,0.131923,0.018937
1784021402330499062,-0.891689,0.611286,0.000660,0.003682,0.002915,-0.378894,0.042772,-0.002857,0.024973
1784021402340539820,-0.890790,0.611717,-0.000407,-0.001891,-0.002159,-0.378610,0.089853,0.043140,-0.106724
1784021402349635721,-0.890317,0.612145,-0.000703,-0.000325,-0.003804,-0.378325,0.047311,0.042808,-0.029592
1784021402360169580,-0.888632,0.612677,0.000131,0.003633,0.000560,-0.378041,0.168510,0.053204,0.083372
1784021402369689506,-0.889124,0.611951,-0.000320,0.001784,0.002249,-0.377756,-0.049155,-0.072606,-0.045080
1784021402379978439,-0.887863,0.613131,0.000028,-0.002618,0.001133,-0.377471,0.126094,0.117956,0.034869
1784021402389720774,-0.887558,0.613104,-0.000216,-0.001460,0.001832,-0.377186,0.030445,-0.002649,-0.024409
1784021402399814212,-0.885754,0.612930,-0.000121,0.002839,0.001136,-0.376901,0.180403,-0.017489,0.009464
1784021402410064670,-0.885002,0.614151,0.000317,0.001540,0.000598,-0.376616,0.075228,0.122122,0.043832
